geo_fips,statefips,countyfips,tractfips,blockgroupfips,totalpopest2015_19acs,yearofstartdate,underage1popest2015_19acs,age0to17popest2015_19acs,unique0to17withed_visit,unique0to17withed_visitper100,numbered_visitsage0to17,ed_visitsper100age0to17,numberlowacuityed_visitsage0to17,lowacuityed_visitsper100age0to17,numberasthmarelateded_visits,asthmarelateded_visitsper100age0to17,numbered_visitsbychildrenunder1yearold,numberofinjuryrelatedvisits,injuryrelatededvisitsper100age0to17,numberacuterespiratorytractinfectionrelateded_visitsage0to17,acuterespiratorytractinfectionrelateded_visitsper100age0to17
420033103001,42,3,310300,1,997,2016.0,11.8,234,42.0,17.9,56.0,23.9,19.0,8.1,7.0,3.0,4.0,1.0,0.4,8.0,3.4
420033103001,42,3,310300,1,997,2018.0,11.8,234,49.0,20.9,79.0,33.8,27.0,11.5,11.0,4.7,3.0,1.0,0.4,6.0,2.6
420033204001,42,3,320400,1,713,2017.0,0.0,149,20.0,13.4,38.0,25.5,11.0,7.4,10.0,6.7,5.0,1.0,0.7,4.0,2.7
420033204001,42,3,320400,1,713,2018.0,0.0,149,25.0,16.8,36.0,24.2,18.0,12.1,6.0,4.0,6.0,2.0,1.3,2.0,1.3
420033204002,42,3,320400,2,675,2016.0,11.2,144,28.0,19.4,46.0,31.9,17.0,11.8,11.0,7.6,10.0,2.0,1.4,9.0,6.3
420033204002,42,3,320400,2,675,2017.0,11.2,144,32.0,22.2,48.0,33.3,15.0,10.4,11.0,7.6,13.0,1.0,0.7,8.0,5.6
420033204002,42,3,320400,2,675,2018.0,11.2,144,30.0,20.8,57.0,39.6,34.0,23.6,13.0,9.0,9.0,1.0,0.7,12.0,8.3
420033204002,42,3,320400,2,675,2019.0,11.2,144,33.0,22.9,58.0,40.3,29.0,20.1,12.0,8.3,7.0,2.0,1.4,7.0,4.9
420033206001,42,3,320600,1,1142,2018.0,6.2,210,50.0,23.8,76.0,36.2,39.0,18.6,14.0,6.7,8.0,2.0,1.0,6.0,2.9
420033206001,42,3,320600,1,1142,2019.0,6.2,210,43.0,20.5,64.0,30.5,32.0,15.2,8.0,3.8,18.0,5.0,2.4,5.0,2.4
420033206002,42,3,320600,2,1043,2016.0,6.2,158,42.0,26.6,72.0,45.6,19.0,12.0,15.0,9.5,4.0,1.0,0.6,8.0,5.1
420033206002,42,3,320600,2,1043,2019.0,6.2,158,36.0,22.8,50.0,31.6,23.0,14.6,7.0,4.4,7.0,1.0,0.6,5.0,3.2
420033207002,42,3,320700,2,533,2019.0,18.8,136,22.0,16.2,41.0,30.1,17.0,12.5,6.0,4.4,4.0,1.0,0.7,8.0,5.9
420034011001,42,3,401100,1,1406,2018.0,14.6,253,33.0,13.0,42.0,16.6,24.0,9.5,4.0,1.6,8.0,1.0,0.4,8.0,3.2
420034011001,42,3,401100,1,1406,2019.0,14.6,253,36.0,14.2,57.0,22.5,41.0,16.2,5.0,2.0,7.0,1.0,0.4,6.0,2.4
420034011002,42,3,401100,2,1699,2018.0,12.4,478,24.0,5.0,32.0,6.7,13.0,2.7,6.0,1.3,6.0,1.0,0.2,7.0,1.5
420034011002,42,3,401100,2,1699,2019.0,12.4,478,48.0,10.0,63.0,13.2,33.0,6.9,1.0,0.2,9.0,4.0,0.8,6.0,1.3
420034012001,42,3,401200,1,329,2016.0,2.0,30,15.0,50.0,25.0,83.3,9.0,30.0,8.0,26.7,6.0,1.0,3.3,6.0,20.0
420034012002,42,3,401200,2,1201,2017.0,13.2,365,49.0,13.4,78.0,21.4,34.0,9.3,23.0,6.3,20.0,1.0,0.3,16.0,4.4
420034012003,42,3,401200,3,729,2018.0,4.0,140,31.0,22.1,44.0,31.4,19.0,13.6,14.0,10.0,4.0,2.0,1.4,7.0,5.0
420034012003,42,3,401200,3,729,2019.0,4.0,140,26.0,18.6,36.0,25.7,10.0,7.1,5.0,3.6,2.0,1.0,0.7,7.0,5.0
420034013002,42,3,401300,2,557,2016.0,4.8,50,13.0,26.0,18.0,36.0,4.0,8.0,3.0,6.0,4.0,1.0,2.0,3.0,6.0
420034013003,42,3,401300,3,932,2017.0,17.8,204,16.0,7.8,25.0,12.3,10.0,4.9,3.0,1.5,3.0,1.0,0.5,3.0,1.5
420034013003,42,3,401300,3,932,2019.0,17.8,204,12.0,5.9,28.0,13.7,9.0,4.4,11.0,5.4,6.0,2.0,1.0,1.0,0.5
420034020001,42,3,402000,1,578,2017.0,8.0,78,8.0,10.3,12.0,15.4,4.0,5.1,3.0,3.8,1.0,1.0,1.3,2.0,2.6
420034020002,42,3,402000,2,734,2017.0,10.6,180,14.0,7.8,25.0,13.9,12.0,6.7,1.0,0.6,10.0,1.0,0.6,7.0,3.9
420034020003,42,3,402000,3,1135,2017.0,18.6,262,37.0,14.1,57.0,21.8,19.0,7.3,13.0,5.0,5.0,1.0,0.4,12.0,4.6
420034020003,42,3,402000,3,1135,2019.0,18.6,262,55.0,21.0,78.0,29.8,40.0,15.3,18.0,6.9,10.0,2.0,0.8,9.0,3.4
420034020004,42,3,402000,4,728,2018.0,9.0,119,30.0,25.2,42.0,35.3,14.0,11.8,14.0,11.8,1.0,1.0,0.8,8.0,6.7
420034035001,42,3,403500,1,740,2018.0,8.0,167,44.0,26.3,63.0,37.7,23.0,13.8,13.0,7.8,11.0,1.0,0.6,14.0,8.4
420034035002,42,3,403500,2,606,2016.0,7.6,169,20.0,11.8,30.0,17.8,10.0,5.9,6.0,3.6,6.0,2.0,1.2,4.0,2.4
420034035004,42,3,403500,4,747,2017.0,0.0,16,33.0,206.3,42.0,262.5,12.0,75.0,8.0,50.0,2.0,1.0,6.3,2.0,12.5
420034035004,42,3,403500,4,747,2018.0,0.0,16,31.0,193.8,40.0,250.0,12.0,75.0,6.0,37.5,3.0,1.0,6.3,3.0,18.8
420034040001,42,3,404000,1,1449,2017.0,13.6,334,63.0,18.9,80.0,24.0,27.0,8.1,14.0,4.2,7.0,2.0,0.6,7.0,2.1
420034040001,42,3,404000,1,1449,2019.0,13.6,334,67.0,20.1,89.0,26.6,41.0,12.3,14.0,4.2,14.0,1.0,0.3,12.0,3.6
420034050001,42,3,405000,1,562,2016.0,3.2,73,27.0,37.0,36.0,49.3,13.0,17.8,2.0,2.7,2.0,1.0,1.4,4.0,5.5
420034050001,42,3,405000,1,562,2017.0,3.2,73,30.0,41.1,40.0,54.8,9.0,12.3,1.0,1.4,1.0,1.0,1.4,7.0,9.6
420034050001,42,3,405000,1,562,2019.0,3.2,73,27.0,37.0,34.0,46.6,11.0,15.1,1.0,1.4,7.0,3.0,4.1,1.0,1.4
420034060001,42,3,406000,1,1584,2016.0,19.0,237,31.0,13.1,42.0,17.7,12.0,5.1,7.0,3.0,5.0,1.0,0.4,5.0,2.1
420034060001,42,3,406000,1,1584,2017.0,19.0,237,41.0,17.3,68.0,28.7,20.0,8.4,6.0,2.5,6.0,1.0,0.4,4.0,1.7
420034070012,42,3,407001,2,1261,2016.0,8.6,174,43.0,24.7,83.0,47.7,11.0,6.3,27.0,15.5,4.0,1.0,0.6,7.0,4.0
420034070012,42,3,407001,2,1261,2017.0,8.6,174,33.0,19.0,64.0,36.8,10.0,5.7,21.0,12.1,3.0,1.0,0.6,5.0,2.9
420034070012,42,3,407001,2,1261,2019.0,8.6,174,42.0,24.1,61.0,35.1,22.0,12.6,12.0,6.9,8.0,2.0,1.1,4.0,2.3
420034070013,42,3,407001,3,1770,2017.0,15.0,255,38.0,14.9,47.0,18.4,14.0,5.5,2.0,0.8,5.0,1.0,0.4,9.0,3.5
420034070013,42,3,407001,3,1770,2018.0,15.0,255,35.0,13.7,49.0,19.2,22.0,8.6,3.0,1.2,12.0,2.0,0.8,5.0,2.0
420034070013,42,3,407001,3,1770,2019.0,15.0,255,39.0,15.3,47.0,18.4,15.0,5.9,3.0,1.2,8.0,2.0,0.8,4.0,1.6
420034070014,42,3,407001,4,1699,2016.0,14.4,328,35.0,10.7,43.0,13.1,9.0,2.7,6.0,1.8,4.0,1.0,0.3,5.0,1.5
420034070014,42,3,407001,4,1699,2017.0,14.4,328,43.0,13.1,61.0,18.6,10.0,3.0,2.0,0.6,7.0,1.0,0.3,9.0,2.7
420034070014,42,3,407001,4,1699,2018.0,14.4,328,38.0,11.6,50.0,15.2,10.0,3.0,7.0,2.1,2.0,1.0,0.3,3.0,0.9
420034070021,42,3,407002,1,1371,2017.0,10.6,191,36.0,18.8,40.0,20.9,12.0,6.3,4.0,2.1,4.0,1.0,0.5,6.0,3.1
420034070022,42,3,407002,2,1254,2018.0,12.4,254,42.0,16.5,60.0,23.6,15.0,5.9,6.0,2.4,4.0,1.0,0.4,4.0,1.6
420034070022,42,3,407002,2,1254,2019.0,12.4,254,41.0,16.1,51.0,20.1,18.0,7.1,5.0,2.0,3.0,1.0,0.4,4.0,1.6
420034070023,42,3,407002,3,841,2017.0,0.0,79,35.0,44.3,43.0,54.4,11.0,13.9,9.0,11.4,7.0,1.0,1.3,4.0,5.1
420034070023,42,3,407002,3,841,2018.0,0.0,79,41.0,51.9,59.0,74.7,27.0,34.2,3.0,3.8,7.0,1.0,1.3,9.0,11.4
420034070023,42,3,407002,3,841,2019.0,0.0,79,31.0,39.2,48.0,60.8,17.0,21.5,5.0,6.3,3.0,1.0,1.3,5.0,6.3
420034070024,42,3,407002,4,2917,2016.0,31.4,595,80.0,13.4,120.0,20.2,27.0,4.5,28.0,4.7,11.0,3.0,0.5,8.0,1.3
420034070024,42,3,407002,4,2917,2018.0,31.4,595,85.0,14.3,122.0,20.5,36.0,6.1,17.0,2.9,10.0,7.0,1.2,8.0,1.3
420034070024,42,3,407002,4,2917,2019.0,31.4,595,72.0,12.1,98.0,16.5,29.0,4.9,15.0,2.5,9.0,1.0,0.2,7.0,1.2
420034080011,42,3,408001,1,1760,2018.0,12.2,447,90.0,20.1,120.0,26.8,37.0,8.3,20.0,4.5,9.0,1.0,0.2,8.0,1.8
420034080012,42,3,408001,2,2121,2016.0,27.2,554,93.0,16.8,138.0,24.9,19.0,3.4,25.0,4.5,10.0,1.0,0.2,6.0,1.1
420034080012,42,3,408001,2,2121,2017.0,27.2,554,96.0,17.3,128.0,23.1,27.0,4.9,14.0,2.5,16.0,2.0,0.4,9.0,1.6
420034080012,42,3,408001,2,2121,2018.0,27.2,554,85.0,15.3,116.0,20.9,27.0,4.9,14.0,2.5,12.0,4.0,0.7,4.0,0.7
420034080012,42,3,408001,2,2121,2019.0,27.2,554,89.0,16.1,114.0,20.6,33.0,6.0,17.0,3.1,9.0,1.0,0.2,9.0,1.6
420034080013,42,3,408001,3,1659,2016.0,22.0,337,31.0,9.2,37.0,11.0,4.0,1.2,2.0,0.6,1.0,1.0,0.3,3.0,0.9
420034080013,42,3,408001,3,1659,2018.0,22.0,337,32.0,9.5,34.0,10.1,6.0,1.8,1.0,0.3,1.0,1.0,0.3,1.0,0.3
420034080021,42,3,408002,1,3862,2016.0,55.2,1083,138.0,12.7,178.0,16.4,35.0,3.2,27.0,2.5,20.0,2.0,0.2,9.0,0.8
420034080021,42,3,408002,1,3862,2017.0,55.2,1083,127.0,11.7,172.0,15.9,39.0,3.6,25.0,2.3,19.0,2.0,0.2,20.0,1.8
420034080021,42,3,408002,1,3862,2019.0,55.2,1083,139.0,12.8,159.0,14.7,48.0,4.4,16.0,1.5,8.0,2.0,0.2,17.0,1.6
420034080022,42,3,408002,2,2046,2018.0,14.2,398,76.0,19.1,93.0,23.4,22.0,5.5,19.0,4.8,12.0,3.0,0.8,9.0,2.3
420034090001,42,3,409000,1,4725,2017.0,97.6,1755,227.0,12.9,278.0,15.8,44.0,2.5,35.0,2.0,16.0,3.0,0.2,12.0,0.7
420034090001,42,3,409000,1,4725,2018.0,97.6,1755,236.0,13.4,300.0,17.1,62.0,3.5,27.0,1.5,21.0,6.0,0.3,16.0,0.9
420034090001,42,3,409000,1,4725,2019.0,97.6,1755,223.0,12.7,277.0,15.8,40.0,2.3,29.0,1.7,25.0,1.0,0.1,23.0,1.3
420034090002,42,3,409000,2,2300,2016.0,14.8,607,109.0,18.0,149.0,24.5,23.0,3.8,34.0,5.6,16.0,1.0,0.2,9.0,1.5
420034090002,42,3,409000,2,2300,2017.0,14.8,607,92.0,15.2,127.0,20.9,21.0,3.5,21.0,3.5,16.0,4.0,0.7,16.0,2.6
420034090002,42,3,409000,2,2300,2018.0,14.8,607,86.0,14.2,120.0,19.8,22.0,3.6,23.0,3.8,8.0,2.0,0.3,11.0,1.8
420034090002,42,3,409000,2,2300,2019.0,14.8,607,104.0,17.1,151.0,24.9,38.0,6.3,33.0,5.4,11.0,1.0,0.2,13.0,2.1
420034090003,42,3,409000,3,3824,2017.0,48.8,1140,129.0,11.3,162.0,14.2,32.0,2.8,30.0,2.6,10.0,1.0,0.1,8.0,0.7
420034090003,42,3,409000,3,3824,2018.0,48.8,1140,149.0,13.1,186.0,16.3,36.0,3.2,27.0,2.4,9.0,2.0,0.2,6.0,0.5
420034090003,42,3,409000,3,3824,2019.0,48.8,1140,167.0,14.6,204.0,17.9,57.0,5.0,21.0,1.8,20.0,5.0,0.4,10.0,0.9
420034090004,42,3,409000,4,2269,2017.0,11.8,359,95.0,26.5,124.0,34.5,26.0,7.2,32.0,8.9,18.0,4.0,1.1,10.0,2.8
420034100001,42,3,410000,1,1225,2019.0,11.8,270,27.0,10.0,32.0,11.9,8.0,3.0,1.0,0.4,3.0,1.0,0.4,1.0,0.4
420034110001,42,3,411000,1,2396,2017.0,51.6,753,79.0,10.5,97.0,12.9,22.0,2.9,6.0,0.8,8.0,1.0,0.1,5.0,0.7
420034110001,42,3,411000,1,2396,2018.0,51.6,753,98.0,13.0,139.0,18.5,35.0,4.6,12.0,1.6,16.0,3.0,0.4,7.0,0.9
420034110002,42,3,411000,2,2509,2017.0,3.8,499,89.0,17.8,102.0,20.4,14.0,2.8,8.0,1.6,10.0,1.0,0.2,11.0,2.2
420034110002,42,3,411000,2,2509,2018.0,3.8,499,67.0,13.4,83.0,16.6,20.0,4.0,3.0,0.6,6.0,1.0,0.2,4.0,0.8
420034110002,42,3,411000,2,2509,2019.0,3.8,499,75.0,15.0,91.0,18.2,23.0,4.6,4.0,0.8,5.0,1.0,0.2,6.0,1.2
420034110003,42,3,411000,3,4148,2016.0,26.0,1343,117.0,8.7,146.0,10.9,17.0,1.3,18.0,1.3,6.0,3.0,0.2,5.0,0.4
420034110003,42,3,411000,3,4148,2017.0,26.0,1343,119.0,8.9,165.0,12.3,36.0,2.7,26.0,1.9,9.0,2.0,0.1,9.0,0.7
420034110003,42,3,411000,3,4148,2019.0,26.0,1343,111.0,8.3,134.0,10.0,25.0,1.9,10.0,0.7,6.0,1.0,0.1,6.0,0.4
420034120011,42,3,412001,1,2998,2016.0,56.6,1069,81.0,7.6,113.0,10.6,24.0,2.2,14.0,1.3,7.0,2.0,0.2,7.0,0.7
420034120011,42,3,412001,1,2998,2017.0,56.6,1069,73.0,6.8,95.0,8.9,26.0,2.4,11.0,1.0,10.0,2.0,0.2,7.0,0.7
420034120011,42,3,412001,1,2998,2018.0,56.6,1069,88.0,8.2,106.0,9.9,34.0,3.2,13.0,1.2,12.0,2.0,0.2,11.0,1.0
420034120012,42,3,412001,2,2203,2016.0,11.8,558,65.0,11.6,82.0,14.7,12.0,2.2,12.0,2.2,5.0,1.0,0.2,7.0,1.3
420034120012,42,3,412001,2,2203,2018.0,11.8,558,68.0,12.2,86.0,15.4,17.0,3.0,13.0,2.3,3.0,1.0,0.2,10.0,1.8
420034120012,42,3,412001,2,2203,2019.0,11.8,558,71.0,12.7,88.0,15.8,38.0,6.8,8.0,1.4,5.0,1.0,0.2,11.0,2.0
420034120013,42,3,412001,3,1770,2017.0,21.6,439,58.0,13.2,79.0,18.0,17.0,3.9,15.0,3.4,6.0,1.0,0.2,6.0,1.4
420034120013,42,3,412001,3,1770,2018.0,21.6,439,55.0,12.5,79.0,18.0,25.0,5.7,14.0,3.2,9.0,2.0,0.5,11.0,2.5
420034120013,42,3,412001,3,1770,2019.0,21.6,439,53.0,12.1,66.0,15.0,14.0,3.2,12.0,2.7,7.0,3.0,0.7,6.0,1.4
420034120014,42,3,412001,4,2493,2016.0,37.0,713,71.0,10.0,88.0,12.3,19.0,2.7,19.0,2.7,9.0,1.0,0.1,4.0,0.6
420034120021,42,3,412002,1,2834,2016.0,10.8,700,75.0,10.7,85.0,12.1,15.0,2.1,9.0,1.3,6.0,1.0,0.1,2.0,0.3
420034120021,42,3,412002,1,2834,2017.0,10.8,700,79.0,11.3,96.0,13.7,19.0,2.7,8.0,1.1,6.0,2.0,0.3,6.0,0.9
420034120021,42,3,412002,1,2834,2019.0,10.8,700,81.0,11.6,113.0,16.1,30.0,4.3,9.0,1.3,16.0,1.0,0.1,12.0,1.7
420034120022,42,3,412002,2,2291,2016.0,24.6,626,77.0,12.3,97.0,15.5,21.0,3.4,10.0,1.6,10.0,1.0,0.2,7.0,1.1
420034120022,42,3,412002,2,2291,2017.0,24.6,626,69.0,11.0,85.0,13.6,17.0,2.7,6.0,1.0,7.0,1.0,0.2,4.0,0.6
420034120022,42,3,412002,2,2291,2019.0,24.6,626,56.0,8.9,66.0,10.5,21.0,3.4,7.0,1.1,4.0,2.0,0.3,5.0,0.8
420034131001,42,3,413100,1,1103,2016.0,0.0,240,45.0,18.8,55.0,22.9,17.0,7.1,3.0,1.3,9.0,1.0,0.4,6.0,2.5
420034131001,42,3,413100,1,1103,2017.0,0.0,240,42.0,17.5,57.0,23.8,7.0,2.9,5.0,2.1,4.0,1.0,0.4,7.0,2.9
420034131001,42,3,413100,1,1103,2018.0,0.0,240,52.0,21.7,60.0,25.0,12.0,5.0,3.0,1.3,7.0,3.0,1.3,2.0,0.8
420034131001,42,3,413100,1,1103,2019.0,0.0,240,37.0,15.4,48.0,20.0,5.0,2.1,5.0,2.1,6.0,1.0,0.4,2.0,0.8
420034131002,42,3,413100,2,2032,2016.0,17.4,344,43.0,12.5,67.0,19.5,13.0,3.8,8.0,2.3,6.0,2.0,0.6,4.0,1.2
420034131002,42,3,413100,2,2032,2018.0,17.4,344,65.0,18.9,89.0,25.9,22.0,6.4,20.0,5.8,6.0,1.0,0.3,8.0,2.3
420034131002,42,3,413100,2,2032,2019.0,17.4,344,44.0,12.8,57.0,16.6,20.0,5.8,4.0,1.2,9.0,1.0,0.3,6.0,1.7
420034131004,42,3,413100,4,1900,2016.0,26.8,440,51.0,11.6,59.0,13.4,12.0,2.7,4.0,0.9,8.0,2.0,0.5,9.0,2.0
420034131004,42,3,413100,4,1900,2017.0,26.8,440,63.0,14.3,76.0,17.3,15.0,3.4,8.0,1.8,4.0,1.0,0.2,3.0,0.7
420034131004,42,3,413100,4,1900,2018.0,26.8,440,66.0,15.0,87.0,19.8,21.0,4.8,9.0,2.0,10.0,2.0,0.5,7.0,1.6
420034131004,42,3,413100,4,1900,2019.0,26.8,440,59.0,13.4,72.0,16.4,15.0,3.4,7.0,1.6,7.0,1.0,0.2,4.0,0.9
420034132011,42,3,413201,1,874,2016.0,8.4,85,20.0,23.5,22.0,25.9,5.0,5.9,2.0,2.4,4.0,1.0,1.2,3.0,3.5
420034132012,42,3,413201,2,1072,2016.0,17.4,329,47.0,14.3,58.0,17.6,7.0,2.1,15.0,4.6,13.0,2.0,0.6,4.0,1.2
420034132012,42,3,413201,2,1072,2017.0,17.4,329,43.0,13.1,56.0,17.0,10.0,3.0,8.0,2.4,9.0,3.0,0.9,5.0,1.5
420034132013,42,3,413201,3,1753,2016.0,14.4,291,49.0,16.8,66.0,22.7,14.0,4.8,7.0,2.4,6.0,1.0,0.3,3.0,1.0
420034132013,42,3,413201,3,1753,2018.0,14.4,291,71.0,24.4,101.0,34.7,16.0,5.5,18.0,6.2,13.0,1.0,0.3,12.0,4.1
420034132021,42,3,413202,1,1016,2017.0,11.8,259,38.0,14.7,54.0,20.8,6.0,2.3,7.0,2.7,2.0,1.0,0.4,1.0,0.4
420034132022,42,3,413202,2,1744,2016.0,22.2,372,43.0,11.6,58.0,15.6,11.0,3.0,8.0,2.2,4.0,1.0,0.3,5.0,1.3
420034132022,42,3,413202,2,1744,2017.0,22.2,372,36.0,9.7,50.0,13.4,10.0,2.7,8.0,2.2,6.0,1.0,0.3,5.0,1.3
420034132022,42,3,413202,2,1744,2018.0,22.2,372,55.0,14.8,84.0,22.6,19.0,5.1,15.0,4.0,9.0,1.0,0.3,9.0,2.4
420034132022,42,3,413202,2,1744,2019.0,22.2,372,43.0,11.6,56.0,15.1,18.0,4.8,3.0,0.8,6.0,2.0,0.5,5.0,1.3
420034133001,42,3,413300,1,1566,2016.0,14.6,272,45.0,16.5,55.0,20.2,8.0,2.9,7.0,2.6,5.0,1.0,0.4,4.0,1.5
420034133001,42,3,413300,1,1566,2017.0,14.6,272,47.0,17.3,61.0,22.4,13.0,4.8,8.0,2.9,8.0,1.0,0.4,6.0,2.2
420034133001,42,3,413300,1,1566,2018.0,14.6,272,49.0,18.0,69.0,25.4,14.0,5.1,8.0,2.9,11.0,3.0,1.1,6.0,2.2
420034133002,42,3,413300,2,2072,2017.0,22.4,383,67.0,17.5,82.0,21.4,22.0,5.7,11.0,2.9,6.0,1.0,0.3,4.0,1.0
420034133002,42,3,413300,2,2072,2019.0,22.4,383,60.0,15.7,70.0,18.3,21.0,5.5,8.0,2.1,6.0,2.0,0.5,5.0,1.3
420034134001,42,3,413400,1,1494,2017.0,17.4,305,56.0,18.4,70.0,23.0,20.0,6.6,8.0,2.6,7.0,3.0,1.0,7.0,2.3
420034134002,42,3,413400,2,1324,2016.0,14.8,261,28.0,10.7,39.0,14.9,9.0,3.4,4.0,1.5,5.0,3.0,1.1,4.0,1.5
420034134002,42,3,413400,2,1324,2017.0,14.8,261,28.0,10.7,32.0,12.3,3.0,1.1,4.0,1.5,3.0,1.0,0.4,3.0,1.1
420034134002,42,3,413400,2,1324,2018.0,14.8,261,33.0,12.6,46.0,17.6,20.0,7.7,5.0,1.9,3.0,1.0,0.4,4.0,1.5
420034134002,42,3,413400,2,1324,2019.0,14.8,261,28.0,10.7,33.0,12.6,8.0,3.1,4.0,1.5,7.0,1.0,0.4,3.0,1.1
420034134003,42,3,413400,3,1708,2016.0,26.8,542,60.0,11.1,71.0,13.1,17.0,3.1,11.0,2.0,4.0,1.0,0.2,5.0,0.9
420034135002,42,3,413500,2,2003,2016.0,29.6,265,50.0,18.9,69.0,26.0,17.0,6.4,13.0,4.9,3.0,3.0,1.1,6.0,2.3
420034135002,42,3,413500,2,2003,2019.0,29.6,265,63.0,23.8,88.0,33.2,23.0,8.7,11.0,4.2,9.0,2.0,0.8,4.0,1.5
420034135003,42,3,413500,3,1564,2016.0,11.2,321,37.0,11.5,46.0,14.3,6.0,1.9,6.0,1.9,2.0,1.0,0.3,1.0,0.3
420034135003,42,3,413500,3,1564,2017.0,11.2,321,38.0,11.8,47.0,14.6,8.0,2.5,7.0,2.2,4.0,1.0,0.3,2.0,0.6
420034135003,42,3,413500,3,1564,2018.0,11.2,321,31.0,9.7,35.0,10.9,8.0,2.5,5.0,1.6,2.0,1.0,0.3,4.0,1.2
420034135004,42,3,413500,4,2499,2018.0,17.8,225,41.0,18.2,54.0,24.0,12.0,5.3,10.0,4.4,15.0,1.0,0.4,13.0,5.8
420034141011,42,3,414101,1,2234,2016.0,48.8,576,78.0,13.5,104.0,18.1,28.0,4.9,13.0,2.3,14.0,1.0,0.2,11.0,1.9
420034141011,42,3,414101,1,2234,2017.0,48.8,576,72.0,12.5,89.0,15.5,21.0,3.6,11.0,1.9,5.0,2.0,0.3,3.0,0.5
420034141011,42,3,414101,1,2234,2019.0,48.8,576,72.0,12.5,86.0,14.9,26.0,4.5,9.0,1.6,4.0,1.0,0.2,6.0,1.0
420034141012,42,3,414101,2,1160,2017.0,26.2,336,47.0,14.0,65.0,19.3,18.0,5.4,14.0,4.2,5.0,2.0,0.6,12.0,3.6
420034141012,42,3,414101,2,1160,2019.0,26.2,336,42.0,12.5,60.0,17.9,20.0,6.0,9.0,2.7,7.0,3.0,0.9,4.0,1.2
420034141022,42,3,414102,2,2503,2016.0,31.8,512,96.0,18.8,138.0,27.0,38.0,7.4,18.0,3.5,11.0,2.0,0.4,13.0,2.5
420034141022,42,3,414102,2,2503,2017.0,31.8,512,78.0,15.2,105.0,20.5,10.0,2.0,23.0,4.5,4.0,1.0,0.2,4.0,0.8
420034141022,42,3,414102,2,2503,2019.0,31.8,512,79.0,15.4,97.0,18.9,26.0,5.1,12.0,2.3,4.0,1.0,0.2,6.0,1.2
420034141023,42,3,414102,3,1812,2016.0,15.2,313,57.0,18.2,85.0,27.2,6.0,1.9,3.0,1.0,2.0,2.0,0.6,2.0,0.6
420034141023,42,3,414102,3,1812,2017.0,15.2,313,63.0,20.1,77.0,24.6,10.0,3.2,7.0,2.2,3.0,1.0,0.3,10.0,3.2
420034141023,42,3,414102,3,1812,2019.0,15.2,313,55.0,17.6,83.0,26.5,19.0,6.1,10.0,3.2,7.0,1.0,0.3,9.0,2.9
420034142001,42,3,414200,1,3190,2016.0,43.0,637,110.0,17.3,150.0,23.5,30.0,4.7,24.0,3.8,8.0,1.0,0.2,11.0,1.7
420034142001,42,3,414200,1,3190,2017.0,43.0,637,114.0,17.9,154.0,24.2,34.0,5.3,24.0,3.8,19.0,2.0,0.3,11.0,1.7
420034142001,42,3,414200,1,3190,2018.0,43.0,637,98.0,15.4,128.0,20.1,42.0,6.6,18.0,2.8,9.0,1.0,0.2,17.0,2.7
420034142001,42,3,414200,1,3190,2019.0,43.0,637,94.0,14.8,120.0,18.8,46.0,7.2,13.0,2.0,8.0,4.0,0.6,14.0,2.2
420034142002,42,3,414200,2,1012,2016.0,19.6,229,40.0,17.5,63.0,27.5,12.0,5.2,4.0,1.7,3.0,1.0,0.4,6.0,2.6
420034142002,42,3,414200,2,1012,2018.0,19.6,229,39.0,17.0,60.0,26.2,23.0,10.0,6.0,2.6,4.0,1.0,0.4,6.0,2.6
420034142002,42,3,414200,2,1012,2019.0,19.6,229,53.0,23.1,69.0,30.1,20.0,8.7,3.0,1.3,7.0,2.0,0.9,10.0,4.4
420034142003,42,3,414200,3,1609,2017.0,31.8,524,63.0,12.0,100.0,19.1,11.0,2.1,16.0,3.1,10.0,4.0,0.8,10.0,1.9
420034142003,42,3,414200,3,1609,2018.0,31.8,524,58.0,11.1,73.0,13.9,17.0,3.2,13.0,2.5,4.0,1.0,0.2,4.0,0.8
420034142003,42,3,414200,3,1609,2019.0,31.8,524,65.0,12.4,97.0,18.5,22.0,4.2,13.0,2.5,2.0,1.0,0.2,2.0,0.4
420034150011,42,3,415001,1,932,2016.0,8.2,125,41.0,32.8,52.0,41.6,16.0,12.8,10.0,8.0,3.0,1.0,0.8,5.0,4.0
420034150011,42,3,415001,1,932,2017.0,8.2,125,37.0,29.6,47.0,37.6,23.0,18.4,4.0,3.2,2.0,1.0,0.8,2.0,1.6
420034150011,42,3,415001,1,932,2019.0,8.2,125,41.0,32.8,67.0,53.6,31.0,24.8,19.0,15.2,6.0,1.0,0.8,4.0,3.2
420034150012,42,3,415001,2,1615,2016.0,18.2,383,53.0,13.8,71.0,18.5,25.0,6.5,3.0,0.8,7.0,3.0,0.8,5.0,1.3
420034150012,42,3,415001,2,1615,2017.0,18.2,383,56.0,14.6,77.0,20.1,27.0,7.0,6.0,1.6,5.0,1.0,0.3,8.0,2.1
420034150012,42,3,415001,2,1615,2018.0,18.2,383,60.0,15.7,81.0,21.1,28.0,7.3,5.0,1.3,7.0,1.0,0.3,8.0,2.1
420034150013,42,3,415001,3,1969,2016.0,17.0,540,105.0,19.4,161.0,29.8,37.0,6.9,36.0,6.7,17.0,3.0,0.6,18.0,3.3
